seed,mode,time_ms,phase_error_rad
1337,Baseline,0,0.193502
1337,Baseline,100,0.191566
1337,Baseline,200,0.189631
1337,Baseline,300,0.187695
1337,Baseline,400,0.185760
1337,Baseline,500,0.183824
1337,Baseline,600,0.181889
1337,Baseline,700,0.179953
1337,Baseline,800,0.178018
1337,Baseline,900,0.176082
1337,Baseline,1000,0.174147
1337,Baseline,1100,0.172211
1337,Baseline,1200,0.170276
1337,Baseline,1300,0.168340
1337,Baseline,1400,0.166405
1337,Baseline,1500,0.164470
1337,Baseline,1600,0.162534
1337,Baseline,1700,0.160599
1337,Baseline,1800,0.158663
1337,Baseline,1900,0.156728
1337,Baseline,2000,0.154792
1337,Baseline,2100,0.152857
1337,Baseline,2200,0.150921
1337,Baseline,2300,0.148986
1337,Baseline,2400,0.147050
1337,Baseline,2500,0.145115
1337,Baseline,2600,0.143181
1337,Baseline,2700,0.141248
1337,Baseline,2800,0.139314
1337,Baseline,2900,0.137381
1337,Baseline,3000,0.135447
1337,Baseline,3100,0.133514
1337,Baseline,3200,0.131580
1337,Baseline,3300,0.129647
1337,Baseline,3400,0.127714
1337,Baseline,3500,0.125780
1337,Baseline,3600,0.123847
1337,Baseline,3700,0.121913
1337,Baseline,3800,0.119980
1337,Baseline,3900,0.118046
1337,Baseline,4000,0.116113
1337,Baseline,4100,0.114179
1337,Baseline,4200,0.112246
1337,Baseline,4300,0.110312
1337,Baseline,4400,0.108379
1337,Baseline,4500,0.106445
1337,Baseline,4600,0.104512
1337,Baseline,4700,0.102578
1337,Baseline,4800,0.100645
1337,Baseline,4900,0.098711
1337,Baseline,5000,0.096778
1337,Baseline,5100,0.094846
1337,Baseline,5200,0.092915
1337,Baseline,5300,0.090984
1337,Baseline,5400,0.089052
1337,Baseline,5500,0.087121
1337,Baseline,5600,0.085189
1337,Baseline,5700,0.083258
1337,Baseline,5800,0.081326
1337,Baseline,5900,0.079395
1337,Baseline,6000,0.077463
1337,Baseline,6100,0.075532
1337,Baseline,6200,0.073600
1337,Baseline,6300,0.071669
1337,Baseline,6400,0.069737
1337,Baseline,6500,0.067806
1337,Baseline,6600,0.065874
1337,Baseline,6700,0.063943
1337,Baseline,6800,0.062011
1337,Baseline,6900,0.060080
1337,Baseline,7000,0.058148
1337,Baseline,7100,0.056217
1337,Baseline,7200,0.054286
1337,Baseline,7300,0.052354
1337,Baseline,7400,0.050423
1337,Baseline,7500,0.048491
1337,Baseline,7600,0.046562
1337,Baseline,7700,0.044632
1337,Baseline,7800,0.042703
1337,Baseline,7900,0.040773
1337,Baseline,8000,0.038844
1337,Baseline,8100,0.036914
1337,Baseline,8200,0.034985
1337,Baseline,8300,0.033055
1337,Baseline,8400,0.031126
1337,Baseline,8500,0.029196
1337,Baseline,8600,0.027267
1337,Baseline,8700,0.025337
1337,Baseline,8800,0.023408
1337,Baseline,8900,0.021478
1337,Baseline,9000,0.019549
1337,Baseline,9100,0.017620
1337,Baseline,9200,0.015690
1337,Baseline,9300,0.013761
1337,Baseline,9400,0.011831
1337,Baseline,9500,0.009902
1337,Baseline,9600,0.007972
1337,Baseline,9700,0.006043
1337,Baseline,9800,0.004113
1337,Baseline,9900,0.002184
1337,Baseline,10000,0.000254
1337,Baseline,10100,-0.001681
1337,Baseline,10200,-0.003617
1337,Baseline,10300,-0.005552
1337,Baseline,10400,-0.007488
1337,Baseline,10500,-0.009423
1337,Baseline,10600,-0.011359
1337,Baseline,10700,-0.013294
1337,Baseline,10800,-0.015230
1337,Baseline,10900,-0.017165
1337,Baseline,11000,-0.019100
1337,Baseline,11100,-0.021036
1337,Baseline,11200,-0.022971
1337,Baseline,11300,-0.024907
1337,Baseline,11400,-0.026842
1337,Baseline,11500,-0.028778
1337,Baseline,11600,-0.030713
1337,Baseline,11700,-0.032649
1337,Baseline,11800,-0.034584
1337,Baseline,11900,-0.036520
1337,Baseline,12000,-0.038455
1337,Baseline,12100,-0.040391
1337,Baseline,12200,-0.042326
1337,Baseline,12300,-0.044262
1337,Baseline,12400,-0.046197
1337,Baseline,12500,-0.048133
1337,Baseline,12600,-0.050066
1337,Baseline,12700,-0.052000
1337,Baseline,12800,-0.053933
1337,Baseline,12900,-0.055866
1337,Baseline,13000,-0.057800
1337,Baseline,13100,-0.059733
1337,Baseline,13200,-0.061667
1337,Baseline,13300,-0.063600
1337,Baseline,13400,-0.065534
1337,Baseline,13500,-0.067467
1337,Baseline,13600,-0.069401
1337,Baseline,13700,-0.071334
1337,Baseline,13800,-0.073268
1337,Baseline,13900,-0.075201
1337,Baseline,14000,-0.077135
1337,Baseline,14100,-0.079068
1337,Baseline,14200,-0.081002
1337,Baseline,14300,-0.082935
1337,Baseline,14400,-0.084869
1337,Baseline,14500,-0.086802
1337,Baseline,14600,-0.088736
1337,Baseline,14700,-0.090669
1337,Baseline,14800,-0.092603
1337,Baseline,14900,-0.094536
1337,Baseline,15000,-0.096469
1337,Baseline,15100,-0.098401
1337,Baseline,15200,-0.100332
1337,Baseline,15300,-0.102264
1337,Baseline,15400,-0.104195
1337,Baseline,15500,-0.106127
1337,Baseline,15600,-0.108058
1337,Baseline,15700,-0.109990
1337,Baseline,15800,-0.111921
1337,Baseline,15900,-0.113853
1337,Baseline,16000,-0.115784
1337,Baseline,16100,-0.117716
1337,Baseline,16200,-0.119647
1337,Baseline,16300,-0.121579
1337,Baseline,16400,-0.123510
1337,Baseline,16500,-0.125442
1337,Baseline,16600,-0.127373
1337,Baseline,16700,-0.129305
1337,Baseline,16800,-0.131236
1337,Baseline,16900,-0.133167
1337,Baseline,17000,-0.135099
1337,Baseline,17100,-0.137030
1337,Baseline,17200,-0.138962
1337,Baseline,17300,-0.140893
1337,Baseline,17400,-0.142825
1337,Baseline,17500,-0.144756
1337,Baseline,17600,-0.146686
1337,Baseline,17700,-0.148615
1337,Baseline,17800,-0.150545
1337,Baseline,17900,-0.152474
1337,Baseline,18000,-0.154404
1337,Baseline,18100,-0.156333
1337,Baseline,18200,-0.158263
1337,Baseline,18300,-0.160192
1337,Baseline,18400,-0.162122
1337,Baseline,18500,-0.164051
1337,Baseline,18600,-0.165981
1337,Baseline,18700,-0.167910
1337,Baseline,18800,-0.169839
1337,Baseline,18900,-0.171769
1337,Baseline,19000,-0.173698
1337,Baseline,19100,-0.175628
1337,Baseline,19200,-0.177557
1337,Baseline,19300,-0.179487
1337,Baseline,19400,-0.181416
1337,Baseline,19500,-0.183346
1337,Baseline,19600,-0.185275
1337,Baseline,19700,-0.187205
1337,Baseline,19800,-0.189134
1337,Baseline,19900,-0.191064
1337,Baseline,20000,-0.192995
1337,Baseline,20100,-0.194947
1337,Baseline,20200,-0.196898
1337,Baseline,20300,-0.198850
1337,Baseline,20400,-0.200801
1337,Baseline,20500,-0.202753
1337,Baseline,20600,-0.204704
1337,Baseline,20700,-0.206656
1337,Baseline,20800,-0.208607
1337,Baseline,20900,-0.210559
1337,Baseline,21000,-0.212510
1337,Baseline,21100,-0.214462
1337,Baseline,21200,-0.216413
1337,Baseline,21300,-0.218365
1337,Baseline,21400,-0.220316
1337,Baseline,21500,-0.222267
1337,Baseline,21600,-0.224219
1337,Baseline,21700,-0.226170
1337,Baseline,21800,-0.228122
1337,Baseline,21900,-0.230073
1337,Baseline,22000,-0.232025
1337,Baseline,22100,-0.233976
1337,Baseline,22200,-0.235928
1337,Baseline,22300,-0.237879
1337,Baseline,22400,-0.239831
1337,Baseline,22500,-0.241782
1337,Baseline,22600,-0.243731
1337,Baseline,22700,-0.245681
1337,Baseline,22800,-0.247630
1337,Baseline,22900,-0.249580
1337,Baseline,23000,-0.251529
1337,Baseline,23100,-0.253479
1337,Baseline,23200,-0.255428
1337,Baseline,23300,-0.257378
1337,Baseline,23400,-0.259327
1337,Baseline,23500,-0.261277
1337,Baseline,23600,-0.263226
1337,Baseline,23700,-0.265176
1337,Baseline,23800,-0.267125
1337,Baseline,23900,-0.269075
1337,Baseline,24000,-0.271024
1337,Baseline,24100,-0.272974
1337,Baseline,24200,-0.274923
1337,Baseline,24300,-0.276873
1337,Baseline,24400,-0.278822
1337,Baseline,24500,-0.280771
1337,Baseline,24600,-0.282721
1337,Baseline,24700,-0.284670
1337,Baseline,24800,-0.286620
1337,Baseline,24900,-0.288569
1337,Baseline,25000,-0.290519
1337,Baseline,25100,-0.292466
1337,Baseline,25200,-0.294414
1337,Baseline,25300,-0.296361
1337,Baseline,25400,-0.298309
1337,Baseline,25500,-0.300256
1337,Baseline,25600,-0.302204
1337,Baseline,25700,-0.304151
1337,Baseline,25800,-0.306098
1337,Baseline,25900,-0.308046
1337,Baseline,26000,-0.309993
1337,Baseline,26100,-0.311941
1337,Baseline,26200,-0.313888
1337,Baseline,26300,-0.315836
1337,Baseline,26400,-0.317783
1337,Baseline,26500,-0.319731
1337,Baseline,26600,-0.321678
1337,Baseline,26700,-0.323626
1337,Baseline,26800,-0.325573
1337,Baseline,26900,-0.327521
1337,Baseline,27000,-0.329468
1337,Baseline,27100,-0.331416
1337,Baseline,27200,-0.333363
1337,Baseline,27300,-0.335311
1337,Baseline,27400,-0.337258
1337,Baseline,27500,-0.339205
1337,Baseline,27600,-0.341151
1337,Baseline,27700,-0.343096
1337,Baseline,27800,-0.345042
1337,Baseline,27900,-0.346987
1337,Baseline,28000,-0.348933
1337,Baseline,28100,-0.350878
1337,Baseline,28200,-0.352824
1337,Baseline,28300,-0.354769
1337,Baseline,28400,-0.356715
1337,Baseline,28500,-0.358660
1337,Baseline,28600,-0.360606
1337,Baseline,28700,-0.362551
1337,Baseline,28800,-0.364496
1337,Baseline,28900,-0.366442
1337,Baseline,29000,-0.368387
1337,Baseline,29100,-0.370333
1337,Baseline,29200,-0.372278
1337,Baseline,29300,-0.374224
1337,Baseline,29400,-0.376169
1337,Baseline,29500,-0.378115
1337,Baseline,29600,-0.380060
1337,Baseline,29700,-0.382006
1337,Baseline,29800,-0.383951
1337,Baseline,29900,-0.385897
1337,Baseline,30000,-0.387843
1337,Baseline,30100,-0.389794
1337,Baseline,30200,-0.391746
1337,Baseline,30300,-0.393697
1337,Baseline,30400,-0.395649
1337,Baseline,30500,-0.397600
1337,Baseline,30600,-0.399552
1337,Baseline,30700,-0.401503
1337,Baseline,30800,-0.403455
1337,Baseline,30900,-0.405406
1337,Baseline,31000,-0.407358
1337,Baseline,31100,-0.409309
1337,Baseline,31200,-0.411260
1337,Baseline,31300,-0.413212
1337,Baseline,31400,-0.415163
1337,Baseline,31500,-0.417115
1337,Baseline,31600,-0.419066
1337,Baseline,31700,-0.421018
1337,Baseline,31800,-0.422969
1337,Baseline,31900,-0.424921
1337,Baseline,32000,-0.426872
1337,Baseline,32100,-0.428824
1337,Baseline,32200,-0.430775
1337,Baseline,32299,-0.432727
1337,Baseline,32400,-0.434678
1337,Baseline,32500,-0.436629
1337,Baseline,32600,-0.438579
1337,Baseline,32700,-0.440528
1337,Baseline,32800,-0.442478
1337,Baseline,32900,-0.444427
1337,Baseline,33000,-0.446377
1337,Baseline,33100,-0.448326
1337,Baseline,33200,-0.450276
1337,Baseline,33300,-0.452225
1337,Baseline,33400,-0.454175
1337,Baseline,33500,-0.456124
1337,Baseline,33600,-0.458074
1337,Baseline,33700,-0.460023
1337,Baseline,33800,-0.461973
1337,Baseline,33900,-0.463922
1337,Baseline,34000,-0.465872
1337,Baseline,34100,-0.467821
1337,Baseline,34200,-0.469770
1337,Baseline,34300,-0.471720
1337,Baseline,34400,-0.473669
1337,Baseline,34500,-0.475619
1337,Baseline,34600,-0.477568
1337,Baseline,34700,-0.479518
1337,Baseline,34800,-0.481467
1337,Baseline,34900,-0.483417
1337,Baseline,35000,-0.485366
1337,Baseline,35100,-0.487314
1337,Baseline,35200,-0.489261
1337,Baseline,35300,-0.491208
1337,Baseline,35400,-0.493156
1337,Baseline,35500,-0.495103
1337,Baseline,35600,-0.497051
1337,Baseline,35700,-0.498998
1337,Baseline,35800,-0.500946
1337,Baseline,35900,-0.502893
1337,Baseline,36000,-0.504841
1337,Baseline,36100,-0.506788
1337,Baseline,36200,-0.508736
1337,Baseline,36300,-0.510683
1337,Baseline,36400,-0.512631
1337,Baseline,36500,-0.514578
1337,Baseline,36600,-0.516526
1337,Baseline,36700,-0.518473
1337,Baseline,36800,-0.520421
1337,Baseline,36900,-0.522368
1337,Baseline,37000,-0.524316
1337,Baseline,37100,-0.526263
1337,Baseline,37200,-0.528211
1337,Baseline,37300,-0.530158
1337,Baseline,37400,-0.532105
1337,Baseline,37500,-0.534053
1337,Baseline,37600,-0.535998
1337,Baseline,37700,-0.537944
1337,Baseline,37800,-0.539889
1337,Baseline,37900,-0.541835
1337,Baseline,38000,-0.543780
1337,Baseline,38100,-0.545726
1337,Baseline,38200,-0.547671
1337,Baseline,38300,-0.549617
1337,Baseline,38400,-0.551562
1337,Baseline,38500,-0.553507
1337,Baseline,38600,-0.555453
1337,Baseline,38700,-0.557398
1337,Baseline,38800,-0.559344
1337,Baseline,38900,-0.561289
1337,Baseline,39000,-0.563235
1337,Baseline,39100,-0.565180
1337,Baseline,39200,-0.567126
1337,Baseline,39300,-0.569071
1337,Baseline,39400,-0.571017
1337,Baseline,39500,-0.572962
1337,Baseline,39600,-0.574908
1337,Baseline,39700,-0.576853
1337,Baseline,39800,-0.578799
1337,Baseline,39900,-0.580744
1337,Baseline,40000,-0.582689
1337,Baseline,40100,-0.584624
1337,Baseline,40200,-0.586560
1337,Baseline,40300,-0.588495
1337,Baseline,40400,-0.590430
1337,Baseline,40500,-0.592366
1337,Baseline,40600,-0.594301
1337,Baseline,40700,-0.596237
1337,Baseline,40800,-0.598172
1337,Baseline,40900,-0.600108
1337,Baseline,41000,-0.602043
1337,Baseline,41100,-0.603979
1337,Baseline,41200,-0.605914
1337,Baseline,41300,-0.607850
1337,Baseline,41400,-0.609785
1337,Baseline,41500,-0.611721
1337,Baseline,41600,-0.613656
1337,Baseline,41700,-0.615592
1337,Baseline,41800,-0.617527
1337,Baseline,41900,-0.619463
1337,Baseline,42000,-0.621398
1337,Baseline,42100,-0.623334
1337,Baseline,42200,-0.625269
1337,Baseline,42300,-0.627204
1337,Baseline,42400,-0.629140
1337,Baseline,42500,-0.631075
1337,Baseline,42600,-0.633009
1337,Baseline,42700,-0.634942
1337,Baseline,42800,-0.636876
1337,Baseline,42900,-0.638809
1337,Baseline,43000,-0.640743
1337,Baseline,43100,-0.642676
1337,Baseline,43200,-0.644610
1337,Baseline,43300,-0.646543
1337,Baseline,43400,-0.648476
1337,Baseline,43500,-0.650410
1337,Baseline,43600,-0.652343
1337,Baseline,43700,-0.654277
1337,Baseline,43800,-0.656210
1337,Baseline,43900,-0.658144
1337,Baseline,44000,-0.660077
1337,Baseline,44100,-0.662011
1337,Baseline,44200,-0.663944
1337,Baseline,44300,-0.665878
1337,Baseline,44400,-0.667811
1337,Baseline,44500,-0.669745
1337,Baseline,44600,-0.671678
1337,Baseline,44700,-0.673612
1337,Baseline,44800,-0.675545
1337,Baseline,44900,-0.677479
1337,Baseline,45000,-0.679412
1337,Baseline,45100,-0.681344
1337,Baseline,45200,-0.683275
1337,Baseline,45300,-0.685207
1337,Baseline,45400,-0.687138
1337,Baseline,45500,-0.689069
1337,Baseline,45600,-0.691001
1337,Baseline,45700,-0.692932
1337,Baseline,45800,-0.694864
1337,Baseline,45900,-0.696795
1337,Baseline,46000,-0.698727
1337,Baseline,46100,-0.700658
1337,Baseline,46200,-0.702590
1337,Baseline,46300,-0.704521
1337,Baseline,46400,-0.706453
1337,Baseline,46500,-0.708384
1337,Baseline,46600,-0.710316
1337,Baseline,46700,-0.712247
1337,Baseline,46800,-0.714179
1337,Baseline,46900,-0.716110
1337,Baseline,47000,-0.718042
1337,Baseline,47100,-0.719973
1337,Baseline,47200,-0.721905
1337,Baseline,47300,-0.723836
1337,Baseline,47400,-0.725767
1337,Baseline,47500,-0.727699
1337,Baseline,47600,-0.729628
1337,Baseline,47700,-0.731558
1337,Baseline,47800,-0.733487
1337,Baseline,47900,-0.735417
1337,Baseline,48000,-0.737346
1337,Baseline,48100,-0.739276
1337,Baseline,48200,-0.741205
1337,Baseline,48300,-0.743135
1337,Baseline,48400,-0.745064
1337,Baseline,48500,-0.746994
1337,Baseline,48600,-0.748923
1337,Baseline,48700,-0.750853
1337,Baseline,48800,-0.752782
1337,Baseline,48900,-0.754712
1337,Baseline,49000,-0.756641
1337,Baseline,49100,-0.758571
1337,Baseline,49200,-0.760500
1337,Baseline,49300,-0.762429
1337,Baseline,49400,-0.764359
1337,Baseline,49500,-0.766288
1337,Baseline,49600,-0.768218
1337,Baseline,49700,-0.770147
1337,Baseline,49800,-0.772077
1337,Baseline,49900,-0.774006
1337,Baseline,50000,-0.775936
1337,Baseline,50100,-0.777871
1337,Baseline,50200,-0.779807
1337,Baseline,50300,-0.781742
1337,Baseline,50400,-0.783678
1337,Baseline,50500,-0.785613
1337,Baseline,50600,-0.787549
1337,Baseline,50700,-0.789484
1337,Baseline,50800,-0.791420
1337,Baseline,50900,-0.793355
1337,Baseline,51000,-0.795291
1337,Baseline,51100,-0.797226
1337,Baseline,51200,-0.799161
1337,Baseline,51300,-0.801097
1337,Baseline,51400,-0.803032
1337,Baseline,51500,-0.804968
1337,Baseline,51600,-0.806903
1337,Baseline,51700,-0.808839
1337,Baseline,51800,-0.810774
1337,Baseline,51900,-0.812710
1337,Baseline,52000,-0.814645
1337,Baseline,52100,-0.816581
1337,Baseline,52200,-0.818516
1337,Baseline,52300,-0.820452
1337,Baseline,52400,-0.822387
1337,Baseline,52500,-0.824323
1337,Baseline,52600,-0.826256
1337,Baseline,52700,-0.828190
1337,Baseline,52800,-0.830123
1337,Baseline,52900,-0.832057
1337,Baseline,53000,-0.833990
1337,Baseline,53100,-0.835923
1337,Baseline,53200,-0.837857
1337,Baseline,53300,-0.839790
1337,Baseline,53400,-0.841724
1337,Baseline,53500,-0.843657
1337,Baseline,53600,-0.845591
1337,Baseline,53700,-0.847524
1337,Baseline,53800,-0.849458
1337,Baseline,53900,-0.851391
1337,Baseline,54000,-0.853325
1337,Baseline,54100,-0.855258
1337,Baseline,54200,-0.857192
1337,Baseline,54300,-0.859125
1337,Baseline,54400,-0.861059
1337,Baseline,54500,-0.862992
1337,Baseline,54600,-0.864926
1337,Baseline,54700,-0.866859
1337,Baseline,54800,-0.868793
1337,Baseline,54900,-0.870726
1337,Baseline,55000,-0.872659
1337,Baseline,55100,-0.874591
1337,Baseline,55200,-0.876522
1337,Baseline,55300,-0.878454
1337,Baseline,55400,-0.880385
1337,Baseline,55500,-0.882317
1337,Baseline,55600,-0.884248
1337,Baseline,55700,-0.886180
1337,Baseline,55800,-0.888111
1337,Baseline,55900,-0.890043
1337,Baseline,56000,-0.891974
1337,Baseline,56100,-0.893906
1337,Baseline,56200,-0.895837
1337,Baseline,56300,-0.897769
1337,Baseline,56400,-0.899700
1337,Baseline,56500,-0.901632
1337,Baseline,56600,-0.903563
1337,Baseline,56700,-0.905495
1337,Baseline,56800,-0.907426
1337,Baseline,56900,-0.909358
1337,Baseline,57000,-0.911289
1337,Baseline,57100,-0.913220
1337,Baseline,57200,-0.915152
1337,Baseline,57300,-0.917083
1337,Baseline,57400,-0.919015
1337,Baseline,57500,-0.920946
1337,Baseline,57600,-0.922876
1337,Baseline,57700,-0.924805
1337,Baseline,57800,-0.926735
1337,Baseline,57900,-0.928664
1337,Baseline,58000,-0.930594
1337,Baseline,58100,-0.932523
1337,Baseline,58200,-0.934453
1337,Baseline,58300,-0.936382
1337,Baseline,58400,-0.938312
1337,Baseline,58500,-0.940241
1337,Baseline,58600,-0.942171
1337,Baseline,58700,-0.944100
1337,Baseline,58800,-0.946030
1337,Baseline,58900,-0.947959
1337,Baseline,59000,-0.949888
1337,Baseline,59100,-0.951818
1337,Baseline,59200,-0.953747
1337,Baseline,59300,-0.955677
1337,Baseline,59400,-0.957606
1337,Baseline,59500,-0.959536
1337,Baseline,59600,-0.961465
1337,Baseline,59700,-0.963395
1337,Baseline,59800,-0.965324
1337,Baseline,59900,-0.967254
1337,Baseline,60000,-0.969183
1337,WNN,0,0.193481
1337,WNN,100,0.191579
1337,WNN,200,0.189610
1337,WNN,300,0.187395
1337,WNN,400,0.185190
1337,WNN,500,0.182746
1337,WNN,600,0.180392
1337,WNN,700,0.177604
1337,WNN,800,0.174636
1337,WNN,900,0.171774
1337,WNN,1000,0.168762
1337,WNN,1100,0.165385
1337,WNN,1200,0.162037
1337,WNN,1300,0.158603
1337,WNN,1400,0.155065
1337,WNN,1500,0.151352
1337,WNN,1600,0.147450
1337,WNN,1700,0.143380
1337,WNN,1800,0.139340
1337,WNN,1900,0.135108
1337,WNN,2000,0.130688
1337,WNN,2100,0.126206
1337,WNN,2200,0.121765
1337,WNN,2300,0.116937
1337,WNN,2400,0.112040
1337,WNN,2500,0.107159
1337,WNN,2600,0.102092
1337,WNN,2700,0.097041
1337,WNN,2800,0.091946
1337,WNN,2900,0.086695
1337,WNN,3000,0.081291
1337,WNN,3100,0.075932
1337,WNN,3200,0.070469
1337,WNN,3300,0.065145
1337,WNN,3400,0.059627
1337,WNN,3500,0.054054
1337,WNN,3600,0.048561
1337,WNN,3700,0.042796
1337,WNN,3800,0.037167
1337,WNN,3900,0.031566
1337,WNN,4000,0.025746
1337,WNN,4100,0.020148
1337,WNN,4200,0.014502
1337,WNN,4300,0.008702
1337,WNN,4400,0.002950
1337,WNN,4500,-0.002682
1337,WNN,4600,-0.008491
1337,WNN,4700,-0.014262
1337,WNN,4800,-0.020016
1337,WNN,4900,-0.025552
1337,WNN,5000,-0.031255
1337,WNN,5100,-0.036874
1337,WNN,5200,-0.042562
1337,WNN,5300,-0.048220
1337,WNN,5400,-0.053841
1337,WNN,5500,-0.059213
1337,WNN,5600,-0.064825
1337,WNN,5700,-0.070246
1337,WNN,5800,-0.075607
1337,WNN,5900,-0.080842
1337,WNN,6000,-0.086037
1337,WNN,6100,-0.091095
1337,WNN,6200,-0.096006
1337,WNN,6300,-0.101141
1337,WNN,6400,-0.106111
1337,WNN,6500,-0.110934
1337,WNN,6600,-0.115839
1337,WNN,6700,-0.120579
1337,WNN,6800,-0.125200
1337,WNN,6900,-0.129671
1337,WNN,7000,-0.134030
1337,WNN,7100,-0.138291
1337,WNN,7200,-0.142460
1337,WNN,7300,-0.146551
1337,WNN,7400,-0.150555
1337,WNN,7500,-0.154467
1337,WNN,7600,-0.158025
1337,WNN,7700,-0.161592
1337,WNN,7800,-0.165051
1337,WNN,7900,-0.168245
1337,WNN,8000,-0.171546
1337,WNN,8100,-0.174543
1337,WNN,8200,-0.177517
1337,WNN,8300,-0.180305
1337,WNN,8400,-0.182881
1337,WNN,8500,-0.185142
1337,WNN,8600,-0.187471
1337,WNN,8700,-0.189656
1337,WNN,8800,-0.191627
1337,WNN,8900,-0.193566
1337,WNN,9000,-0.195249
1337,WNN,9100,-0.196586
1337,WNN,9200,-0.197857
1337,WNN,9300,-0.199158
1337,WNN,9400,-0.200112
1337,WNN,9500,-0.201059
1337,WNN,9600,-0.201744
1337,WNN,9700,-0.202522
1337,WNN,9800,-0.202940
1337,WNN,9900,-0.203226
1337,WNN,10000,-0.203321
1337,WNN,10100,-0.203189
1337,WNN,10200,-0.202875
1337,WNN,10300,-0.202422
1337,WNN,10400,-0.201869
1337,WNN,10500,-0.201398
1337,WNN,10600,-0.200466
1337,WNN,10700,-0.199399
1337,WNN,10800,-0.198151
1337,WNN,10900,-0.196765
1337,WNN,11000,-0.195363
1337,WNN,11100,-0.193718
1337,WNN,11200,-0.191888
1337,WNN,11300,-0.190033
1337,WNN,11400,-0.187677
1337,WNN,11500,-0.185355
1337,WNN,11600,-0.183017
1337,WNN,11700,-0.180431
1337,WNN,11800,-0.177659
1337,WNN,11900,-0.174876
1337,WNN,12000,-0.171804
1337,WNN,12100,-0.168628
1337,WNN,12200,-0.165366
1337,WNN,12300,-0.162074
1337,WNN,12400,-0.158610
1337,WNN,12500,-0.154888
1337,WNN,12600,-0.151014
1337,WNN,12700,-0.147100
1337,WNN,12800,-0.143033
1337,WNN,12900,-0.138995
1337,WNN,13000,-0.134589
1337,WNN,13100,-0.130470
1337,WNN,13200,-0.126036
1337,WNN,13300,-0.121316
1337,WNN,13400,-0.116649
1337,WNN,13500,-0.111963
1337,WNN,13600,-0.107203
1337,WNN,13700,-0.102301
1337,WNN,13800,-0.097307
1337,WNN,13900,-0.092221
1337,WNN,14000,-0.087171
1337,WNN,14100,-0.081941
1337,WNN,14200,-0.076645
1337,WNN,14300,-0.071409
1337,WNN,14400,-0.065972
1337,WNN,14500,-0.060361
1337,WNN,14600,-0.054860
1337,WNN,14700,-0.049363
1337,WNN,14800,-0.043595
1337,WNN,14900,-0.037940
1337,WNN,15000,-0.032386
1337,WNN,15100,-0.026632
1337,WNN,15200,-0.020895
1337,WNN,15300,-0.015271
1337,WNN,15400,-0.009501
1337,WNN,15500,-0.003629
1337,WNN,15600,0.002211
1337,WNN,15700,0.007973
1337,WNN,15800,0.013585
1337,WNN,15900,0.019401
1337,WNN,16000,0.025254
1337,WNN,16100,0.030891
1337,WNN,16200,0.036441
1337,WNN,16300,0.042048
1337,WNN,16400,0.047530
1337,WNN,16500,0.053021
1337,WNN,16600,0.058406
1337,WNN,16700,0.063804
1337,WNN,16800,0.069412
1337,WNN,16900,0.074791
1337,WNN,17000,0.080078
1337,WNN,17100,0.085322
1337,WNN,17200,0.090637
1337,WNN,17300,0.095680
1337,WNN,17400,0.100630
1337,WNN,17500,0.105539
1337,WNN,17600,0.110431
1337,WNN,17700,0.115280
1337,WNN,17800,0.119943
1337,WNN,17900,0.124506
1337,WNN,18000,0.128779
1337,WNN,18100,0.133238
1337,WNN,18200,0.137670
1337,WNN,18300,0.141819
1337,WNN,18400,0.145866
1337,WNN,18500,0.149895
1337,WNN,18600,0.153799
1337,WNN,18700,0.157450
1337,WNN,18800,0.161073
1337,WNN,18900,0.164563
1337,WNN,19000,0.167825
1337,WNN,19100,0.171023
1337,WNN,19200,0.174061
1337,WNN,19300,0.177073
1337,WNN,19400,0.179800
1337,WNN,19500,0.182477
1337,WNN,19600,0.184993
1337,WNN,19700,0.187246
1337,WNN,19800,0.189476
1337,WNN,19900,0.191569
1337,WNN,20000,0.193377
1337,WNN,20100,0.195133
1337,WNN,20200,0.196705
1337,WNN,20300,0.198181
1337,WNN,20400,0.199606
1337,WNN,20500,0.200698
1337,WNN,20600,0.201541
1337,WNN,20700,0.202303
1337,WNN,20800,0.202851
1337,WNN,20900,0.203193
1337,WNN,21000,0.203387
1337,WNN,21100,0.203553
1337,WNN,21200,0.203513
1337,WNN,21300,0.203498
1337,WNN,21400,0.203204
1337,WNN,21500,0.202526
1337,WNN,21600,0.201905
1337,WNN,21700,0.201129
1337,WNN,21800,0.200102
1337,WNN,21900,0.198820
1337,WNN,22000,0.197479
1337,WNN,22100,0.195921
1337,WNN,22200,0.194183
1337,WNN,22300,0.192410
1337,WNN,22400,0.190546
1337,WNN,22500,0.188384
1337,WNN,22600,0.186180
1337,WNN,22700,0.183617
1337,WNN,22800,0.181059
1337,WNN,22900,0.178492
1337,WNN,23000,0.175494
1337,WNN,23100,0.172401
1337,WNN,23200,0.169291
1337,WNN,23300,0.166022
1337,WNN,23400,0.162769
1337,WNN,23500,0.159257
1337,WNN,23600,0.155486
1337,WNN,23700,0.151551
1337,WNN,23800,0.147643
1337,WNN,23900,0.143584
1337,WNN,24000,0.139441
1337,WNN,24100,0.135223
1337,WNN,24200,0.130834
1337,WNN,24300,0.126391
1337,WNN,24400,0.121785
1337,WNN,24500,0.117308
1337,WNN,24600,0.112591
1337,WNN,24700,0.107747
1337,WNN,24800,0.102903
1337,WNN,24900,0.097929
1337,WNN,25000,0.092714
