time_ms,packet_delay_ms,normalized_delta_phi,is_replay,detected_by_threshold
41400,8.966876,0.611302,0,0
41500,151.012355,0.811573,1,1
41600,1.493990,0.811868,0,1
41700,2.586970,0.811872,0,1
41800,4.390331,0.811672,0,1
41900,5.527780,0.811188,0,1
42000,31.604894,0.915215,1,1
42100,6.032920,0.914283,0,1
42200,0.550995,0.913079,0,1
42300,6.193065,0.911590,0,1
42400,0.968495,0.909811,0,1
42500,19.780914,0.996898,1,1
42600,0.336259,0.998862,0,1
42700,2.173873,0.999426,0,1
42800,3.676986,0.997541,0,1
42900,6.581037,0.995324,0,1
43000,130.946312,0.823366,1,1
43100,3.447414,0.825821,0,1
43200,4.504665,0.828073,0,1
43300,2.780153,0.829976,0,1
43400,7.937384,0.831659,0,1
43500,176.595180,0.612959,1,0
43600,4.895796,0.614195,0,0
43700,1.549004,0.615260,0,0
43800,7.144525,0.616061,0,0
43900,7.381289,0.616678,0,0
44000,151.321745,0.417178,1,0
44100,3.223582,0.417520,0,0
44200,3.343470,0.417659,0,0
44300,0.713553,0.417723,0,0
44400,7.402063,0.417615,0,0
44500,171.682512,0.201209,1,0
44600,8.993562,0.200915,0,0
44700,6.559939,0.200489,0,0
44800,5.957232,0.200037,0,0
44900,2.948428,0.199516,0,0
45000,81.002126,0.054904,1,0
45100,4.936292,0.054340,0,0
45200,4.330052,0.053712,0,0
45300,1.439138,0.053060,0,0
45400,2.513972,0.052437,0,0
45500,5.375751,0.051748,0,0
45600,5.645901,0.051029,0,0
45700,8.775263,0.050315,0,0
45800,1.719642,0.049567,0,0
45900,6.569444,0.048821,0,0
46000,2.919339,0.048084,0,0
46100,0.539448,0.047355,0,0
46200,8.120095,0.046570,0,0
46300,1.061265,0.045797,0,0
46400,8.816856,0.044943,0,0
46500,1.786479,0.044079,0,0
46600,6.169900,0.043157,0,0
46700,5.572509,0.042261,0,0
46800,3.797446,0.041323,0,0
46900,0.942673,0.040358,0,0
47000,4.395521,0.039473,0,0
47100,7.860985,0.038532,0,0
47200,8.640711,0.037623,0,0
47300,4.687770,0.036652,0,0
47400,1.208280,0.035667,0,0
47500,6.646109,0.034663,0,0
47600,0.440646,0.033683,0,0
47700,1.996992,0.032704,0,0
47800,0.713819,0.031712,0,0
47900,3.002278,0.030757,0,0
48000,8.391334,0.029836,0,0
