timestamp_ms,node_i_id,node_j_id,phase_diff_rads,freq_diff_hz
960,26,27,0.02962367,0.00001307
960,27,28,0.02962180,0.00001763
960,28,29,0.02970722,0.00000990
960,29,30,0.02976902,0.00001318
960,30,31,0.02982375,0.00001058
960,31,32,0.02971611,0.00001574
960,32,33,0.02972712,0.00001101
960,33,34,0.02947652,0.00002204
960,34,35,0.02993344,0.00000688
960,35,36,0.02966316,0.00001680
960,36,37,0.02992633,0.00001154
960,37,38,0.02992623,0.00001154
960,38,39,0.02988318,0.00001240
960,39,40,0.02975640,0.00001494
960,40,41,0.02965052,0.00001706
960,41,42,0.02984977,0.00001157
960,42,43,0.02977300,0.00001611
960,43,44,0.03023381,0.00000690
960,44,45,0.02981791,0.00001672
960,45,46,0.02989733,0.00001212
960,46,47,0.03007249,0.00001163
960,47,48,0.03011967,0.00000918
960,48,49,0.02955486,0.00002198
1200,0,1,0.01633815,0.02672665
1200,1,2,0.02917233,0.00058345
1200,2,3,0.02950681,0.00059014
1200,3,4,0.02899106,0.00057982
1200,4,5,0.02956583,0.00190868
1200,5,6,0.02913025,0.00030695
1200,6,7,0.02930550,0.00000889
1200,7,8,0.02950595,0.00001091
1200,8,9,0.02913953,0.00002125
1200,9,10,0.02955973,0.00000381
1200,10,11,0.02921545,0.00001973
1200,11,12,0.02946942,0.00000863
1200,12,13,0.02959920,0.00001356
1200,13,14,0.02935636,0.00001541
1200,14,15,0.02923100,0.00001792
1200,15,16,0.02949896,0.00000954
1200,16,17,0.02976166,0.00000429
1200,17,18,0.02929308,0.00002270
1200,18,19,0.02978469,0.00000533
1200,19,20,0.02950928,0.00001386
1200,20,21,0.02932598,0.00001903
1200,21,22,0.02970665,0.00000690
1200,22,23,0.02959112,0.00001975
1200,23,24,0.02964933,0.00000955
1200,24,25,0.02919928,0.00002006
1200,25,26,0.02992909,0.00000395
1200,26,27,0.02970455,0.00001146
1200,27,28,0.02963115,0.00001744
1200,28,29,0.02966258,0.00001079
1200,29,30,0.02971202,0.00001432
1200,30,31,0.02985513,0.00000995
1200,31,32,0.02964087,0.00001725
1200,32,33,0.02983120,0.00000892
1200,33,34,0.02938304,0.00002391
1200,34,35,0.02991734,0.00000720
1200,35,36,0.02969834,0.00001610
1200,36,37,0.02993239,0.00001142
1200,37,38,0.02997614,0.00001054
1200,38,39,0.02985633,0.00001294
1200,39,40,0.02971107,0.00001585
1200,40,41,0.02969817,0.00001610
1200,41,42,0.02986459,0.00001127
1200,42,43,0.02979666,0.00001564
1200,43,44,0.03017910,0.00000799
1200,44,45,0.02982945,0.00001649
1200,45,46,0.02992914,0.00001148
1200,46,47,0.03007485,0.00001983
1200,47,48,0.03016622,0.00011739
1200,48,49,0.02939565,0.00033585
1440,0,1,0.00977844,0.02649655
1440,1,2,0.02934958,0.00030983
1440,2,3,0.02928184,0.00001238
1440,3,4,0.02910559,0.00001892
1440,4,5,0.02965585,0.00000189
1440,5,6,0.02913998,0.00002275
1440,6,7,0.02917818,0.00001144
1440,7,8,0.02954618,0.00001011
1440,8,9,0.02915005,0.00002104
1440,9,10,0.02961854,0.00000263
1440,10,11,0.02929027,0.00001824
1440,11,12,0.02935607,0.00001089
1440,12,13,0.02965332,0.00001248
1440,13,14,0.02936566,0.00001522
1440,14,15,0.02923843,0.00001777
1440,15,16,0.02949003,0.00000972
1440,16,17,0.02976426,0.00000424
1440,17,18,0.02930245,0.00002251
1440,18,19,0.02974973,0.00000603
1440,19,20,0.02961006,0.00001184
1440,20,21,0.02917505,0.00002205
1440,21,22,0.02979577,0.00000511
1440,22,23,0.02949649,0.00002164
1440,23,24,0.02970311,0.00000847
1440,24,25,0.02927239,0.00001859
1440,25,26,0.02983573,0.00000582
1440,26,27,0.02976185,0.00001031
1440,27,28,0.02958926,0.00001828
1440,28,29,0.02957660,0.00001251
1440,29,30,0.02984952,0.00001157
1440,30,31,0.02988543,0.00000935
1440,31,32,0.02962743,0.00001752
1440,32,33,0.02976084,0.00001033
1440,33,34,0.02940905,0.00002339
1440,34,35,0.02996584,0.00000623
1440,35,36,0.02957795,0.00001851
1440,36,37,0.03010378,0.00000799
1440,37,38,0.02990806,0.00012944
1440,38,39,0.02986329,0.00017560
1440,39,40,0.02972695,0.00020416
1440,40,41,0.02981697,0.00020589
1440,41,42,0.02974614,0.00019018
1440,42,43,0.02967292,0.00020123
1440,43,44,0.03014135,0.00013225
1440,44,45,0.02972431,0.00023191
1440,45,46,0.03000471,0.00013086
1440,46,47,0.02996001,0.00017388
1440,47,48,0.03020756,0.00011774
1440,48,49,0.02946447,0.00033577
1680,0,1,0.00349097,0.02637080
1680,1,2,0.02919000,0.00030663
1680,2,3,0.02928184,0.00001238
1680,3,4,0.02909558,0.00001912
1680,4,5,0.02964903,0.00000202
1680,5,6,0.02910422,0.00002346
1680,6,7,0.02930462,0.00000891
1680,7,8,0.02960782,0.00000887
1680,8,9,0.02903588,0.00002332
1680,9,10,0.02973850,0.00000023
1680,10,11,0.02922506,0.00001954
1680,11,12,0.02926972,0.00001262
1680,12,13,0.02979349,0.00000968
1680,13,14,0.02923845,0.00001777
1680,14,15,0.02929578,0.00001662
1680,15,16,0.02942029,0.00001112
1680,16,17,0.02989240,0.00000167
1680,17,18,0.02923301,0.00002390
1680,18,19,0.02977495,0.00000553
1680,19,20,0.02967359,0.00001057
1680,20,21,0.02905916,0.00002436
1680,21,22,0.02987011,0.00000363
1680,22,23,0.02944642,0.00002264
1680,23,24,0.02973855,0.00000776
1680,24,25,0.02921598,0.00001972
1680,25,26,0.02972427,0.00000805
1680,26,27,0.02987776,0.00000799
1680,27,28,0.02963021,0.00010819
1680,28,29,0.02953959,0.00017516
1680,29,30,0.02989189,0.00013051
1680,30,31,0.02981832,0.00016191
1680,31,32,0.02976583,0.00018913
1680,32,33,0.02962168,0.00017500
1680,33,34,0.02932796,0.00033534
1680,34,35,0.02990283,0.00008642
1680,35,36,0.02959481,0.00023222
1680,36,37,0.03007123,0.00011656
1680,37,38,0.02995288,0.00016108
1680,38,39,0.02983566,0.00017427
1680,39,40,0.02970891,0.00020284
1680,40,41,0.02977477,0.00005725
1680,41,42,0.02950317,0.00001850
1680,42,43,0.02963102,0.00001895
1680,43,44,0.03022915,0.00000699
1680,44,45,0.02968043,0.00001947
1680,45,46,0.02994465,0.00001117
1680,46,47,0.03005538,0.00001197
1680,47,48,0.03020558,0.00000746
1680,48,49,0.02935389,0.00002600
1920,0,1,0.00292234,0.02774803
1920,1,2,0.02914594,0.00119974
1920,2,3,0.02933210,0.00001137
1920,3,4,0.02914301,0.00001817
1920,4,5,0.02962560,0.00000249
1920,5,6,0.02922584,0.00002103
1920,6,7,0.02918122,0.00001138
1920,7,8,0.02960615,0.00000891
1920,8,9,0.02905914,0.00002286
1920,9,10,0.02964191,0.00000217
1920,10,11,0.02914117,0.00002122
1920,11,12,0.02944246,0.00000917
1920,12,13,0.02981467,0.00000925
1920,13,14,0.02918702,0.00001879
1920,14,15,0.02939273,0.00001468
1920,15,16,0.02926938,0.00001413
1920,16,17,0.02990264,0.00000147
1920,17,18,0.02935945,0.00007287
1920,18,19,0.02992847,0.00002895
1920,19,20,0.02943338,0.00020442
1920,20,21,0.02911341,0.00035331
1920,21,22,0.02989107,0.00002814
1920,22,23,0.02928503,0.00031897
1920,23,24,0.02975947,0.00010233
1920,24,25,0.02920027,0.00029328
1920,25,26,0.02978330,0.00008699
1920,26,27,0.02982392,0.00011620
1920,27,28,0.02948832,0.00024552
1920,28,29,0.02961538,0.00017594
1920,29,30,0.02974262,0.00012687
1920,30,31,0.02977150,0.00015398
1920,31,32,0.02981266,0.00001381
1920,32,33,0.02962988,0.00001295
1920,33,34,0.02901612,0.00003125
1920,34,35,0.03016190,0.00000231
1920,35,36,0.02942283,0.00002161
1920,36,37,0.03007074,0.00000865
1920,37,38,0.02994401,0.00001119
1920,38,39,0.02984694,0.00001313
1920,39,40,0.02973822,0.00001530
1920,40,41,0.02981159,0.00001383
1920,41,42,0.02944720,0.00001962
1920,42,43,0.02968512,0.00001787
1920,43,44,0.03014183,0.00000874
1920,44,45,0.02966559,0.00001977
1920,45,46,0.03001694,0.00000973
1920,46,47,0.03004316,0.00001222
1920,47,48,0.03034519,0.00000467
1920,48,49,0.02918240,0.00002943
2160,0,1,0.00985276,0.02860393
2160,1,2,0.02971071,0.00218295
2160,2,3,0.02938177,0.00001038
2160,3,4,0.02915358,0.00001796
2160,4,5,0.02961248,0.00000275
2160,5,6,0.02911110,0.00002333
2160,6,7,0.02922122,0.00001058
2160,7,8,0.02975213,0.00000599
2160,8,9,0.02882183,0.00033354
2160,9,10,0.02994130,0.00005897
2160,10,11,0.02897748,0.00033641
2160,11,12,0.02936648,0.00014616
2160,12,13,0.02979714,0.00011582
2160,13,14,0.02924771,0.00024882
2160,14,15,0.02929081,0.00020250
2160,15,16,0.02942009,0.00019252
2160,16,17,0.02969239,0.00002553
2160,17,18,0.02940263,0.00029245
2160,18,19,0.02984765,0.00002712
2160,19,20,0.02935741,0.00020193
2160,20,21,0.02927277,0.00025493
2160,21,22,0.02974786,0.00000607
2160,22,23,0.02924476,0.00002668
2160,23,24,0.02971854,0.00000816
2160,24,25,0.02907853,0.00002247
2160,25,26,0.02975312,0.00000747
2160,26,27,0.02992083,0.00000713
2160,27,28,0.02938967,0.00002227
2160,28,29,0.02958203,0.00001240
2160,29,30,0.02975206,0.00001352
2160,30,31,0.02968103,0.00001343
2160,31,32,0.02999198,0.00001023
2160,32,33,0.02960964,0.00001335
2160,33,34,0.02892374,0.00003310
2160,34,35,0.03025952,0.00000036
2160,35,36,0.02937966,0.00002247
2160,36,37,0.03002954,0.00000948
2160,37,38,0.02999756,0.00001012
2160,38,39,0.02990337,0.00001200
2160,39,40,0.02973209,0.00001542
2160,40,41,0.02979719,0.00001412
2160,41,42,0.02946238,0.00001931
2160,42,43,0.02979532,0.00001567
2160,43,44,0.03000450,0.00001148
2160,44,45,0.02970504,0.00001898
2160,45,46,0.03000042,0.00001006
2160,46,47,0.02998797,0.00001332
2160,47,48,0.03035002,0.00000457
2160,48,49,0.02930123,0.00002705
2400,0,1,0.01674872,0.02846601
2400,1,2,0.03022617,0.00140360
2400,2,3,0.02936549,0.00014608
2400,3,4,0.02905054,0.00024636
2400,4,5,0.02966332,0.00004531
2400,5,6,0.02902453,0.00031943
2400,6,7,0.02931213,0.00014780
2400,7,8,0.02955970,0.00008398
2400,8,9,0.02888058,0.00038020
2400,9,10,0.02997035,0.00005815
2400,10,11,0.02873437,0.00029244
2400,11,12,0.02955171,0.00000698
2400,12,13,0.02959709,0.00001361
2400,13,14,0.02914418,0.00001965
2400,14,15,0.02933261,0.00001588
2400,15,16,0.02942546,0.00001101
2400,16,17,0.02973345,0.00000485
2400,17,18,0.02922786,0.00002400
2400,18,19,0.02992372,0.00000255
2400,19,20,0.02937437,0.00001655
2400,20,21,0.02938764,0.00001779
2400,21,22,0.02966559,0.00000772
2400,22,23,0.02915530,0.00002847
2400,23,24,0.02975876,0.00000736
2400,24,25,0.02911454,0.00002175
2400,25,26,0.02987163,0.00000510
2400,26,27,0.02981432,0.00000926
2400,27,28,0.02933435,0.00002338
2400,28,29,0.02965652,0.00001091
2400,29,30,0.02972855,0.00001399
2400,30,31,0.02968398,0.00001337
2400,31,32,0.02995293,0.00001101
2400,32,33,0.02968107,0.00001193
2400,33,34,0.02899680,0.00003164
2400,34,35,0.03010478,0.00000345
2400,35,36,0.02945681,0.00002093
2400,36,37,0.02999798,0.00001011
2400,37,38,0.02998207,0.00001043
2400,38,39,0.02997564,0.00001055
2400,39,40,0.02975060,0.00001505
2400,40,41,0.02985886,0.00001289
2400,41,42,0.02935071,0.00002155
2400,42,43,0.02994019,0.00001277
2400,43,44,0.02974645,0.00001664
2400,44,45,0.02992113,0.00001466
2400,45,46,0.03002743,0.00000952
2400,46,47,0.02984307,0.00001622
2400,47,48,0.03038528,0.00000387
2400,48,49,0.02948283,0.00002342
2640,0,1,0.02360569,0.02833911
2640,1,2,0.03031746,0.00032919
2640,2,3,0.02936439,0.00001072
2640,3,4,0.02897710,0.00002148
2640,4,5,0.02969662,0.00000107
2640,5,6,0.02905603,0.00002442
2640,6,7,0.02930125,0.00000897
2640,7,8,0.02936230,0.00001378
2640,8,9,0.02902003,0.00002364
2640,9,10,0.02988970,0.00000280
2640,10,11,0.02879509,0.00002813
2640,11,12,0.02963890,0.00000523
2640,12,13,0.02946355,0.00001627
2640,13,14,0.02908987,0.00002073
2640,14,15,0.02941193,0.00001429
2640,15,16,0.02942341,0.00001105
2640,16,17,0.02979340,0.00000365
2640,17,18,0.02915778,0.00002540
2640,18,19,0.02999975,0.00000103
2640,19,20,0.02943423,0.00001535
2640,20,21,0.02925817,0.00002038
2640,21,22,0.02966938,0.00000764
2640,22,23,0.02919173,0.00002773
2640,23,24,0.02976948,0.00000714
2640,24,25,0.02907288,0.00002258
2640,25,26,0.02991009,0.00000433
2640,26,27,0.02986491,0.00000824
2640,27,28,0.02931074,0.00002385
2640,28,29,0.02974932,0.00000905
2640,29,30,0.02958304,0.00001689
2640,30,31,0.02969168,0.00001322
2640,31,32,0.02999503,0.00001016
2640,32,33,0.02973362,0.00001087
2640,33,34,0.02901960,0.00003118
2640,34,35,0.03009170,0.00000371
2640,35,36,0.02947439,0.00002057
2640,36,37,0.02993263,0.00001141
2640,37,38,0.02999153,0.00001023
2640,38,39,0.02999281,0.00001021
2640,39,40,0.02978481,0.00001437
2640,40,41,0.02977940,0.00001447
2640,41,42,0.02932837,0.00002199
2640,42,43,0.03009378,0.00000969
2640,43,44,0.02956465,0.00002027
2640,44,45,0.03003607,0.00001235
2640,45,46,0.03003795,0.00000930
2640,46,47,0.02978228,0.00001743
2640,47,48,0.03045400,0.00000249
2640,48,49,0.02943192,0.00002444
2880,0,1,0.03039874,0.02820325
2880,1,2,0.03014442,0.00032572
2880,2,3,0.02960045,0.00000600
2880,3,4,0.02887212,0.00002358
2880,4,5,0.02967547,0.00000149
2880,5,6,0.02906019,0.00002434
2880,6,7,0.02929967,0.00000900
2880,7,8,0.02933564,0.00001431
2880,8,9,0.02897669,0.00002450
2880,9,10,0.02999280,0.00000486
2880,10,11,0.02875481,0.00002894
2880,11,12,0.02964389,0.00000513
2880,12,13,0.02961247,0.00001329
2880,13,14,0.02903093,0.00002191
2880,14,15,0.02928170,0.00001690
2880,15,16,0.02946914,0.00001013
2880,16,17,0.02986025,0.00000231
2880,17,18,0.02910903,0.00002637
2880,18,19,0.03006416,0.00000026
2880,19,20,0.02936047,0.00001683
2880,20,21,0.02938527,0.00001784
2880,21,22,0.02957107,0.00000960
2880,22,23,0.02925664,0.00002644
2880,23,24,0.02984581,0.00000561
2880,24,25,0.02899343,0.00002417
2880,25,26,0.02993723,0.00000379
2880,26,27,0.02974334,0.00001068
2880,27,28,0.02947111,0.00002064
2880,28,29,0.02969916,0.00001005
2880,29,30,0.02960957,0.00001636
2880,30,31,0.02956571,0.00001573
2880,31,32,0.03005418,0.00000898
2880,32,33,0.02979272,0.00000969
2880,33,34,0.02890735,0.00003342
2880,34,35,0.03018533,0.00000184
2880,35,36,0.02953757,0.00001931
2880,36,37,0.02979239,0.00001421
2880,37,38,0.03005076,0.00000905
2880,38,39,0.02999388,0.00001018
2880,39,40,0.02975074,0.00001505
2880,40,41,0.02983600,0.00001334
2880,41,42,0.02931300,0.00002230
2880,42,43,0.03010241,0.00000952
2880,43,44,0.02949488,0.00002167
2880,44,45,0.03012807,0.00001051
2880,45,46,0.02999411,0.00001018
2880,46,47,0.02975917,0.00001789
2880,47,48,0.03053756,0.00000082
2880,48,49,0.02933500,0.00002637
3120,0,1,0.03710694,0.02806909
3120,1,2,0.02989437,0.00032072
3120,2,3,0.02972307,0.00000355
3120,3,4,0.02890380,0.00002295
3120,4,5,0.02958838,0.00000323
3120,5,6,0.02909566,0.00002363
3120,6,7,0.02929741,0.00000905
3120,7,8,0.02953583,0.00001031
3120,8,9,0.02879770,0.00002808
3120,9,10,0.03000534,0.00000511
3120,10,11,0.02872082,0.00002962
3120,11,12,0.02981772,0.00000166
3120,12,13,0.02954022,0.00001474
3120,13,14,0.02900962,0.00002234
3120,14,15,0.02930143,0.00001650
3120,15,16,0.02947203,0.00001008
3120,16,17,0.02988816,0.00000175
3120,17,18,0.02896430,0.00002927
3120,18,19,0.03013052,0.00000159
3120,19,20,0.02935598,0.00001692
3120,20,21,0.02945576,0.00001643
3120,21,22,0.02955302,0.00000996
3120,22,23,0.02928194,0.00002593
3120,23,24,0.02987317,0.00000507
3120,24,25,0.02891475,0.00002574
3120,25,26,0.02986047,0.00000532
3120,26,27,0.02981559,0.00000923
3120,27,28,0.02961187,0.00001782
3120,28,29,0.02947750,0.00001449
3120,29,30,0.02976346,0.00001329
3120,30,31,0.02953571,0.00001633
3120,31,32,0.03009661,0.00000813
3120,32,33,0.02972369,0.00001107
3120,33,34,0.02896181,0.00003233
3120,34,35,0.03009497,0.00000364
3120,35,36,0.02964447,0.00001717
3120,36,37,0.02973835,0.00001529
3120,37,38,0.03007248,0.00000861
3120,38,39,0.03003464,0.00000937
3120,39,40,0.02960235,0.00001801
3120,40,41,0.02998773,0.00001031
3120,41,42,0.02918910,0.00002477
3120,42,43,0.03013406,0.00000889
3120,43,44,0.02957437,0.00002008
3120,44,45,0.03007969,0.00001148
3120,45,46,0.03007549,0.00000855
3120,46,47,0.02965546,0.00001997
3120,47,48,0.03069191,0.00000227
3120,48,49,0.02927645,0.00002755
3360,0,1,0.04394651,0.02793229
3360,1,2,0.02990684,0.00032097
3360,2,3,0.02969882,0.00000403
3360,3,4,0.02890920,0.00002284
3360,4,5,0.02970774,0.00000084
3360,5,6,0.02895813,0.00002638
3360,6,7,0.02946514,0.00000570
3360,7,8,0.02944282,0.00001217
3360,8,9,0.02876138,0.00002881
3360,9,10,0.03007383,0.00000648
3360,10,11,0.02874580,0.00002912
3360,11,12,0.02967277,0.00000456
3360,12,13,0.02962693,0.00001300
3360,13,14,0.02896826,0.00002316
3360,14,15,0.02934132,0.00001570
3360,15,16,0.02945228,0.00001047
3360,16,17,0.02998221,0.00000013
3360,17,18,0.02887550,0.00003105
3360,18,19,0.03017070,0.00000239
3360,19,20,0.02940401,0.00001596
3360,20,21,0.02941531,0.00001724
3360,21,22,0.02947748,0.00001147
3360,22,23,0.02944797,0.00002261
3360,23,24,0.02982312,0.00000607
3360,24,25,0.02879967,0.00002804
3360,25,26,0.02986764,0.00000518
3360,26,27,0.03001304,0.00000528
3360,27,28,0.02946698,0.00002072
3360,28,29,0.02940966,0.00001584
3360,29,30,0.02983302,0.00001189
3360,30,31,0.02964775,0.00001409
3360,31,32,0.03013260,0.00000741
3360,32,33,0.02961186,0.00001331
3360,33,34,0.02900388,0.00003149
3360,34,35,0.03014285,0.00000269
3360,35,36,0.02960958,0.00001787
3360,36,37,0.02975334,0.00001499
3360,37,38,0.03002835,0.00000949
3360,38,39,0.03011318,0.00000780
3360,39,40,0.02951995,0.00001966
3360,40,41,0.02999321,0.00001020
3360,41,42,0.02920424,0.00002447
3360,42,43,0.02997887,0.00001199
3360,43,44,0.02981587,0.00001525
3360,44,45,0.03001796,0.00001272
3360,45,46,0.03015330,0.00000700
3360,46,47,0.02958103,0.00002145
3360,47,48,0.03066755,0.00000178
3360,48,49,0.02928935,0.00002729
3600,0,1,0.05064395,0.02779835
3600,1,2,0.02983444,0.00031953
3600,2,3,0.02974713,0.00000307
3600,3,4,0.02892903,0.00002244
3600,4,5,0.02959921,0.00000301
3600,5,6,0.02893851,0.00002677
3600,6,7,0.02954948,0.00000401
3600,7,8,0.02954733,0.00001008
3600,8,9,0.02857007,0.00003263
3600,9,10,0.03017422,0.00000849
3600,10,11,0.02860237,0.00003199
3600,11,12,0.02972102,0.00000359
3600,12,13,0.02968225,0.00001190
3600,13,14,0.02887884,0.00002495
3600,14,15,0.02937460,0.00001504
3600,15,16,0.02945962,0.00001033
3600,16,17,0.03013182,0.00000312
3600,17,18,0.02875990,0.00003336
3600,18,19,0.03023724,0.00000372
3600,19,20,0.02934352,0.00001717
3600,20,21,0.02946455,0.00001625
3600,21,22,0.02954939,0.00001004
3600,22,23,0.02946394,0.00002229
3600,23,24,0.02978146,0.00000690
3600,24,25,0.02874273,0.00002918
3600,25,26,0.02996212,0.00000329
3600,26,27,0.02995430,0.00000646
3600,27,28,0.02936334,0.00002279
3600,28,29,0.02957437,0.00001255
3600,29,30,0.02978440,0.00001287
3600,30,31,0.02966667,0.00001372
3600,31,32,0.03011119,0.00000784
3600,32,33,0.02954071,0.00001473
3600,33,34,0.02913999,0.00002877
3600,34,35,0.02999285,0.00000569
3600,35,36,0.02972219,0.00001562
3600,36,37,0.02987654,0.00001253
3600,37,38,0.02995910,0.00001088
3600,38,39,0.03003042,0.00000945
3600,39,40,0.02950698,0.00001992
3600,40,41,0.03013406,0.00000738
3600,41,42,0.02920400,0.00002448
3600,42,43,0.02993586,0.00001285
3600,43,44,0.02978255,0.00001592
3600,44,45,0.02994764,0.00001412
3600,45,46,0.03018826,0.00000630
3600,46,47,0.02963025,0.00002047
3600,47,48,0.03063429,0.00000112
3600,48,49,0.02943111,0.00002445
3840,0,1,0.05736993,0.02766383
3840,1,2,0.02977185,0.00031827
3840,2,3,0.02981306,0.00000175
3840,3,4,0.02893494,0.00002232
3840,4,5,0.02960613,0.00000288
3840,5,6,0.02895649,0.00002641
3840,6,7,0.02949281,0.00000514
3840,7,8,0.02952493,0.00001053
3840,8,9,0.02861455,0.00003175
3840,9,10,0.03011695,0.00000734
3840,10,11,0.02865342,0.00003097
3840,11,12,0.02963423,0.00000533
3840,12,13,0.02983053,0.00000893
3840,13,14,0.02886057,0.00002532
3840,14,15,0.02937106,0.00001511
3840,15,16,0.02948608,0.00000980
3840,16,17,0.03005992,0.00000168
3840,17,18,0.02881898,0.00003218
3840,18,19,0.03021659,0.00000331
3840,19,20,0.02925077,0.00001902
3840,20,21,0.02947411,0.00001606
3840,21,22,0.02967839,0.00000746
3840,22,23,0.02945152,0.00002254
3840,23,24,0.02985625,0.00000540
3840,24,25,0.02864511,0.00003113
3840,25,26,0.02997346,0.00000306
3840,26,27,0.02984913,0.00000856
3840,27,28,0.02948283,0.00002041
3840,28,29,0.02953180,0.00001340
3840,29,30,0.02983598,0.00001184
3840,30,31,0.02961930,0.00001466
3840,31,32,0.03025489,0.00000496
3840,32,33,0.02948116,0.00001592
3840,33,34,0.02914315,0.00002870
3840,34,35,0.02996103,0.00000632
3840,35,36,0.02970583,0.00001594
3840,36,37,0.02994093,0.00001124
3840,37,38,0.02996794,0.00001070
3840,38,39,0.03009534,0.00000815
3840,39,40,0.02947884,0.00002048
3840,40,41,0.03005095,0.00000904
3840,41,42,0.02913088,0.00002594
3840,42,43,0.02997758,0.00001202
3840,43,44,0.02988367,0.00001389
3840,44,45,0.02999016,0.00001327
3840,45,46,0.03000862,0.00000989
3840,46,47,0.02973801,0.00001831
3840,47,48,0.03069407,0.00000231
3840,48,49,0.02942416,0.00002459
4080,0,1,0.06398336,0.02753156
4080,1,2,0.02963457,0.00031553
4080,2,3,0.02994061,0.00000080
4080,3,4,0.02881563,0.00002471
4080,4,5,0.02955988,0.00000380
4080,5,6,0.02917044,0.00002213
4080,6,7,0.02924666,0.00001007
4080,7,8,0.02964120,0.00000820
4080,8,9,0.02864377,0.00003116
4080,9,10,0.03004898,0.00000598
4080,10,11,0.02872472,0.00002954
4080,11,12,0.02974607,0.00000309
4080,12,13,0.02969647,0.00001161
4080,13,14,0.02883982,0.00002573
4080,14,15,0.02945357,0.00001346
4080,15,16,0.02941957,0.00001113
4080,16,17,0.03010473,0.00000258
4080,17,18,0.02876445,0.00003327
4080,18,19,0.03015344,0.00000205
4080,19,20,0.02945011,0.00001503
4080,20,21,0.02931628,0.00001922
4080,21,22,0.02970619,0.00000690
4080,22,23,0.02944291,0.00002271
4080,23,24,0.02998417,0.00000285
4080,24,25,0.02850402,0.00003396
4080,25,26,0.02998399,0.00000285
4080,26,27,0.02983717,0.00000880
4080,27,28,0.02951841,0.00001969
4080,28,29,0.02945780,0.00001488
4080,29,30,0.02988543,0.00001085
4080,30,31,0.02965851,0.00001388
4080,31,32,0.03031179,0.00000383
4080,32,33,0.02944343,0.00001667
4080,33,34,0.02914126,0.00002874
4080,34,35,0.03011669,0.00000321
4080,35,36,0.02959565,0.00001815
4080,36,37,0.02985651,0.00001293
4080,37,38,0.03006650,0.00000873
4080,38,39,0.03010916,0.00000788
4080,39,40,0.02943011,0.00002146
4080,40,41,0.03006052,0.00000885
4080,41,42,0.02924386,0.00002368
4080,42,43,0.02994657,0.00001264
4080,43,44,0.02991770,0.00001321
4080,44,45,0.02991964,0.00001468
4080,45,46,0.03002962,0.00000947
4080,46,47,0.02990644,0.00001495
4080,47,48,0.03044275,0.00000271
4080,48,49,0.02944894,0.00002410
4320,0,1,0.07054538,0.02740032
4320,1,2,0.02945888,0.00031201
4320,2,3,0.03014577,0.00000490
4320,3,4,0.02863390,0.00002835
4320,4,5,0.02955996,0.00000380
4320,5,6,0.02926697,0.00002020
4320,6,7,0.02906079,0.00001378
4320,7,8,0.02985662,0.00000389
4320,8,9,0.02864751,0.00003109
4320,9,10,0.02989217,0.00000285
4320,10,11,0.02874892,0.00002906
4320,11,12,0.02987592,0.00000049
4320,12,13,0.02957533,0.00001404
4320,13,14,0.02889502,0.00002463
4320,14,15,0.02944641,0.00001360
4320,15,16,0.02941605,0.00001120
4320,16,17,0.03017725,0.00000403
4320,17,18,0.02871490,0.00003426
4320,18,19,0.03003804,0.00000026
4320,19,20,0.02961719,0.00001169
4320,20,21,0.02926969,0.00002015
4320,21,22,0.02975931,0.00000584
4320,22,23,0.02949113,0.00002175
4320,23,24,0.02998059,0.00000292
4320,24,25,0.02841750,0.00003569
4320,25,26,0.03004635,0.00000160
4320,26,27,0.02972664,0.00001101
4320,27,28,0.02964323,0.00001720
4320,28,29,0.02941671,0.00001570
4320,29,30,0.03004193,0.00000772
4320,30,31,0.02961494,0.00001475
4320,31,32,0.03032899,0.00000348
4320,32,33,0.02930973,0.00001935
4320,33,34,0.02909613,0.00002965
4320,34,35,0.03011007,0.00000334
4320,35,36,0.02956340,0.00001879
4320,36,37,0.02992500,0.00001156
4320,37,38,0.03018899,0.00000628
4320,38,39,0.03014256,0.00000721
4320,39,40,0.02936392,0.00002278
4320,40,41,0.03007686,0.00000852
4320,41,42,0.02917062,0.00002514
4320,42,43,0.02993663,0.00001284
4320,43,44,0.02994057,0.00001276
4320,44,45,0.02994501,0.00001417
4320,45,46,0.03001524,0.00000976
4320,46,47,0.02988857,0.00001530
4320,47,48,0.03038097,0.00000395
4320,48,49,0.02951172,0.00002284
4560,0,1,0.07715189,0.02726819
4560,1,2,0.02948968,0.00031263
4560,2,3,0.03010966,0.00000418
4560,3,4,0.02854319,0.00003016
4560,4,5,0.02963649,0.00000227
4560,5,6,0.02924768,0.00002059
4560,6,7,0.02907808,0.00001344
4560,7,8,0.02986786,0.00000367
4560,8,9,0.02860884,0.00003186
4560,9,10,0.02995567,0.00000412
4560,10,11,0.02875971,0.00002884
4560,11,12,0.02982568,0.00000150
4560,12,13,0.02967432,0.00001206
4560,13,14,0.02878131,0.00002690
4560,14,15,0.02948657,0.00001280
4560,15,16,0.02939152,0.00001169
4560,16,17,0.03021611,0.00000480
4560,17,18,0.02873167,0.00003392
4560,18,19,0.03004890,0.00000005
4560,19,20,0.02965575,0.00001092
4560,20,21,0.02932212,0.00001910
4560,21,22,0.02974269,0.00000617
4560,22,23,0.02948739,0.00002182
4560,23,24,0.02997513,0.00000303
4560,24,25,0.02831885,0.00003766
4560,25,26,0.03005277,0.00000147
4560,26,27,0.02971286,0.00001129
