timestamp_ms,node_i_id,node_j_id,phase_diff_rads,freq_diff_hz
3120,1,2,0.05293430,0.00050000
3120,2,3,0.02175792,0.00050000
3120,3,4,0.02173910,0.00050000
3120,4,5,0.05293430,0.00050000
3120,5,6,0.02173910,0.00050000
3120,6,7,0.02175792,0.00050000
3120,7,8,0.05293430,0.00050000
3120,8,9,0.02173910,0.00050000
3360,0,1,0.02110790,0.00050000
3360,1,2,0.05469350,0.00050000
3360,2,3,0.02112432,0.00050000
3360,3,4,0.02110790,0.00050000
3360,4,5,0.05469350,0.00050000
3360,5,6,0.02110790,0.00050000
3360,6,7,0.02112432,0.00050000
3360,7,8,0.05469350,0.00050000
3360,8,9,0.02110790,0.00050000
3600,0,1,0.02047670,0.00050000
3600,1,2,0.05645270,0.00050000
3600,2,3,0.02049072,0.00050000
3600,3,4,0.02047670,0.00050000
3600,4,5,0.05645270,0.00050000
3600,5,6,0.02047670,0.00050000
3600,6,7,0.02049072,0.00050000
3600,7,8,0.05645270,0.00050000
3600,8,9,0.02047670,0.00050000
3840,0,1,0.01984550,0.00050000
3840,1,2,0.05821190,0.00050000
3840,2,3,0.01985712,0.00050000
3840,3,4,0.01984550,0.00050000
3840,4,5,0.05821190,0.00050000
3840,5,6,0.01984550,0.00050000
3840,6,7,0.01985712,0.00050000
3840,7,8,0.05821190,0.00050000
3840,8,9,0.01984550,0.00050000
4080,0,1,0.01921430,0.00050000
4080,1,2,0.05997110,0.00050000
4080,2,3,0.01922352,0.00050000
4080,3,4,0.01921430,0.00050000
4080,4,5,0.05997110,0.00050000
4080,5,6,0.01921430,0.00050000
4080,6,7,0.01922352,0.00050000
4080,7,8,0.05997110,0.00050000
4080,8,9,0.01921430,0.00050000
4320,0,1,0.01858310,0.00050000
4320,1,2,0.06173030,0.00050000
4320,2,3,0.01858992,0.00050000
4320,3,4,0.01858310,0.00050000
4320,4,5,0.06173030,0.00050000
4320,5,6,0.01858310,0.00050000
4320,6,7,0.01858992,0.00050000
4320,7,8,0.06173030,0.00050000
4320,8,9,0.01858310,0.00050000
4560,0,1,0.01795190,0.00050000
4560,1,2,0.06348950,0.00050000
4560,2,3,0.01795632,0.00050000
4560,3,4,0.01795190,0.00050000
4560,4,5,0.06348950,0.00050000
4560,5,6,0.01795190,0.00050000
4560,6,7,0.01795632,0.00050000
4560,7,8,0.06348950,0.00050000
4560,8,9,0.01795190,0.00050000
0,0,1,0.02999470,0.00442158
0,1,2,0.03001470,0.00060059
0,2,3,0.02999472,0.00060019
0,3,4,0.02999470,0.00060019
0,4,5,0.03001470,0.00060059
0,5,6,0.02999470,0.00060019
0,6,7,0.02999472,0.00060019
0,7,8,0.03001470,0.00060059
0,8,9,0.02999470,0.00060019
240,0,1,0.03032111,0.00158349
240,1,2,0.02985955,0.00063343
240,2,3,0.02999787,0.00063626
240,3,4,0.02964624,0.00062900
240,4,5,0.03000956,0.00063651
240,5,6,0.02979555,0.00063205
240,6,7,0.02976481,0.00063153
240,7,8,0.02977769,0.00063163
240,8,9,0.02983920,0.00063305
480,0,1,0.02919334,0.00790607
480,1,2,0.02969663,0.00066588
480,2,3,0.02982592,0.00066873
480,3,4,0.02946209,0.00066081
480,4,5,0.02993844,0.00067100
480,5,6,0.02959002,0.00066357
480,6,7,0.02956986,0.00066327
480,7,8,0.02976363,0.00066707
480,8,9,0.02954355,0.00066276
720,0,1,0.02650365,0.01454218
720,1,2,0.02951968,0.00069787
720,2,3,0.02963531,0.00070058
720,3,4,0.02935946,0.00069404
720,4,5,0.02975625,0.00070320
720,5,6,0.02935011,0.00069410
720,6,7,0.02955004,0.00069837
720,7,8,0.02966148,0.00070069
720,8,9,0.02932668,0.00065343
960,0,1,0.02209228,0.02105739
960,1,2,0.02935035,0.00058701
960,2,3,0.02957148,0.00059143
960,3,4,0.02924516,0.00058490
960,4,5,0.02957068,0.00059141
960,5,6,0.02923564,0.00058471
960,6,7,0.02939393,0.00058788
960,7,8,0.02956832,0.00059137
960,8,9,0.02914260,0.00058285
1200,0,1,0.01633815,0.02672665
1200,1,2,0.02917233,0.00058345
1200,2,3,0.02950681,0.00059014
1200,3,4,0.02899106,0.00057982
1200,4,5,0.02956583,0.00190868
1200,5,6,0.02913025,0.00030695
1200,6,7,0.02930550,0.00000889
1200,7,8,0.02950595,0.00001091
1200,8,9,0.02913953,0.00002125
1440,0,1,0.00977844,0.02649655
1440,1,2,0.02934958,0.00030983
1440,2,3,0.02928184,0.00001238
1440,3,4,0.02910559,0.00001892
1440,4,5,0.02965585,0.00000189
1440,5,6,0.02913998,0.00002275
1440,6,7,0.02917818,0.00001144
1440,7,8,0.02954618,0.00001011
1440,8,9,0.02915005,0.00002104
1680,0,1,0.00349097,0.02637080
1680,1,2,0.02919000,0.00030663
1680,2,3,0.02928184,0.00001238
1680,3,4,0.02909558,0.00001912
1680,4,5,0.02964903,0.00000202
1680,5,6,0.02910422,0.00002346
1680,6,7,0.02930462,0.00000891
1680,7,8,0.02960782,0.00000887
1680,8,9,0.02903588,0.00002332
1920,0,1,0.00292234,0.02774803
1920,1,2,0.02914594,0.00119974
1920,2,3,0.02933210,0.00001137
1920,3,4,0.02914301,0.00001817
1920,4,5,0.02962560,0.00000249
1920,5,6,0.02922584,0.00002103
1920,6,7,0.02918122,0.00001138
1920,7,8,0.02960615,0.00000891
1920,8,9,0.02905914,0.00002286
2160,0,1,0.00985276,0.02860393
2160,1,2,0.02971071,0.00218295
2160,2,3,0.02938177,0.00001038
2160,3,4,0.02915358,0.00001796
2160,4,5,0.02961248,0.00000275
2160,5,6,0.02911110,0.00002333
2160,6,7,0.02922122,0.00001058
2160,7,8,0.02975213,0.00000599
2160,8,9,0.02882183,0.00033354
2400,0,1,0.01674872,0.02846601
2400,1,2,0.03022617,0.00140360
2400,2,3,0.02936549,0.00014608
2400,3,4,0.02905054,0.00024636
2400,4,5,0.02966332,0.00004531
2400,5,6,0.02902453,0.00031943
2400,6,7,0.02931213,0.00014780
2400,7,8,0.02955970,0.00008398
2400,8,9,0.02888058,0.00038020
2640,0,1,0.02360569,0.02833911
2640,1,2,0.03031746,0.00032919
2640,2,3,0.02936439,0.00001072
2640,3,4,0.02897710,0.00002148
2640,4,5,0.02969662,0.00000107
2640,5,6,0.02905603,0.00002442
2640,6,7,0.02930125,0.00000897
2640,7,8,0.02936230,0.00001378
2640,8,9,0.02902003,0.00002364
2880,0,1,0.03039874,0.02820325
2880,1,2,0.03014442,0.00032572
2880,2,3,0.02960045,0.00000600
2880,3,4,0.02887212,0.00002358
2880,4,5,0.02967547,0.00000149
2880,5,6,0.02906019,0.00002434
2880,6,7,0.02929967,0.00000900
2880,7,8,0.02933564,0.00001431
2880,8,9,0.02897669,0.00002450
3120,0,1,0.03710694,0.02806909
3120,1,2,0.02989437,0.00032072
3120,2,3,0.02972307,0.00000355
3120,3,4,0.02890380,0.00002295
3120,4,5,0.02958838,0.00000323
3120,5,6,0.02909566,0.00002363
3120,6,7,0.02929741,0.00000905
3120,7,8,0.02953583,0.00001031
3120,8,9,0.02879770,0.00002808
3360,0,1,0.04394651,0.02793229
3360,1,2,0.02990684,0.00032097
3360,2,3,0.02969882,0.00000403
3360,3,4,0.02890920,0.00002284
3360,4,5,0.02970774,0.00000084
3360,5,6,0.02895813,0.00002638
3360,6,7,0.02946514,0.00000570
3360,7,8,0.02944282,0.00001217
3360,8,9,0.02876138,0.00002881
3600,0,1,0.05064395,0.02779835
3600,1,2,0.02983444,0.00031953
3600,2,3,0.02974713,0.00000307
3600,3,4,0.02892903,0.00002244
3600,4,5,0.02959921,0.00000301
3600,5,6,0.02893851,0.00002677
3600,6,7,0.02954948,0.00000401
3600,7,8,0.02954733,0.00001008
3600,8,9,0.02857007,0.00003263
3840,0,1,0.05736993,0.02766383
3840,1,2,0.02977185,0.00031827
3840,2,3,0.02981306,0.00000175
3840,3,4,0.02893494,0.00002232
3840,4,5,0.02960613,0.00000288
3840,5,6,0.02895649,0.00002641
3840,6,7,0.02949281,0.00000514
3840,7,8,0.02952493,0.00001053
3840,8,9,0.02861455,0.00003175
4080,0,1,0.06398336,0.02753156
4080,1,2,0.02963457,0.00031553
4080,2,3,0.02994061,0.00000080
4080,3,4,0.02881563,0.00002471
4080,4,5,0.02955988,0.00000380
4080,5,6,0.02917044,0.00002213
4080,6,7,0.02924666,0.00001007
4080,7,8,0.02964120,0.00000820
4080,8,9,0.02864377,0.00003116
4320,0,1,0.07054538,0.02740032
4320,1,2,0.02945888,0.00031201
4320,2,3,0.03014577,0.00000490
4320,3,4,0.02863390,0.00002835
4320,4,5,0.02955996,0.00000380
4320,5,6,0.02926697,0.00002020
4320,6,7,0.02906079,0.00001378
4320,7,8,0.02985662,0.00000389
4320,8,9,0.02864751,0.00003109
4560,0,1,0.07715189,0.02726819
4560,1,2,0.02948968,0.00031263
4560,2,3,0.03010966,0.00000418
4560,3,4,0.02854319,0.00003016
4560,4,5,0.02963649,0.00000227
4560,5,6,0.02924768,0.00002059
4560,6,7,0.02907808,0.00001344
4560,7,8,0.02986786,0.00000367
4560,8,9,0.02860884,0.00003186
0,0,1,0.02999470,0.00442158
0,1,2,0.03001470,0.00060059
0,2,3,0.02999472,0.00060019
0,3,4,0.02999470,0.00060019
0,4,5,0.03001470,0.00060059
0,5,6,0.02999470,0.00060019
0,6,7,0.02999472,0.00060019
0,7,8,0.03001470,0.00060059
0,8,9,0.02999470,0.00060019
240,0,1,0.03032111,0.00158349
240,1,2,0.02985955,0.00063343
240,2,3,0.02999787,0.00063626
240,3,4,0.02964624,0.00062900
240,4,5,0.03000956,0.00063651
240,5,6,0.02979555,0.00063205
240,6,7,0.02976481,0.00063153
240,7,8,0.02977769,0.00063163
240,8,9,0.02983920,0.00063305
480,0,1,0.02919334,0.00790607
480,1,2,0.02969663,0.00066588
480,2,3,0.02982592,0.00066873
480,3,4,0.02946209,0.00066081
480,4,5,0.02993844,0.00067100
480,5,6,0.02959002,0.00066357
480,6,7,0.02956986,0.00066327
480,7,8,0.02976363,0.00066707
480,8,9,0.02954355,0.00066276
720,0,1,0.02650365,0.01454218
720,1,2,0.02951968,0.00069787
720,2,3,0.02963531,0.00070058
720,3,4,0.02935946,0.00069404
720,4,5,0.02975625,0.00070320
720,5,6,0.02935011,0.00069410
720,6,7,0.02955004,0.00069837
720,7,8,0.02966148,0.00070069
720,8,9,0.02932668,0.00065343
960,0,1,0.02209228,0.02105739
960,1,2,0.02935035,0.00058701
960,2,3,0.02957148,0.00059143
960,3,4,0.02924516,0.00058490
960,4,5,0.02957068,0.00059141
960,5,6,0.02923564,0.00058471
960,6,7,0.02939393,0.00058788
960,7,8,0.02956832,0.00059137
960,8,9,0.02914260,0.00058285
1200,0,1,0.01633815,0.02672665
1200,1,2,0.02917233,0.00058345
1200,2,3,0.02950681,0.00059014
1200,3,4,0.02899106,0.00057982
1200,4,5,0.02956583,0.00190868
1200,5,6,0.02913025,0.00030695
1200,6,7,0.02930550,0.00000889
1200,7,8,0.02950595,0.00001091
1200,8,9,0.02913953,0.00002125
1440,0,1,0.00977844,0.02649655
1440,1,2,0.02934958,0.00030983
1440,2,3,0.02928184,0.00001238
1440,3,4,0.02910559,0.00001892
1440,4,5,0.02924919,0.00206119
1440,5,6,0.02954663,0.00208583
1440,6,7,0.02917818,0.00001144
1440,7,8,0.02954618,0.00001011
1440,8,9,0.02915005,0.00002104
1680,0,1,0.00349097,0.02637080
1680,1,2,0.02919000,0.00030663
1680,2,3,0.02928184,0.00001238
1680,3,4,0.02909558,0.00001912
1680,4,5,0.02871408,0.00205049
1680,5,6,0.03003917,0.00207598
1680,6,7,0.02930462,0.00000891
1680,7,8,0.02960782,0.00000887
1680,8,9,0.02903588,0.00002332
1920,0,1,0.00292234,0.02774803
1920,1,2,0.02914594,0.00119974
1920,2,3,0.02933210,0.00001137
1920,3,4,0.02914301,0.00001817
1920,4,5,0.02822560,0.00204072
1920,5,6,0.03062584,0.00206425
1920,6,7,0.02918122,0.00001138
1920,7,8,0.02960615,0.00000891
1920,8,9,0.02905914,0.00002286
2160,0,1,0.00985276,0.02860393
2160,1,2,0.02971071,0.00218295
2160,2,3,0.02938177,0.00001038
2160,3,4,0.02915358,0.00001796
2160,4,5,0.02770736,0.00203036
2160,5,6,0.03101623,0.00205644
2160,6,7,0.02922122,0.00001058
2160,7,8,0.02975213,0.00000599
2160,8,9,0.02882183,0.00033354
2400,0,1,0.01674872,0.02846601
2400,1,2,0.03022617,0.00140360
2400,2,3,0.02936549,0.00014608
2400,3,4,0.02905054,0.00024636
2400,4,5,0.02740248,0.00083205
2400,5,6,0.03128537,0.00046730
2400,6,7,0.02931213,0.00014780
2400,7,8,0.02955970,0.00008398
2400,8,9,0.02888058,0.00038020
2640,0,1,0.02360569,0.02833911
2640,1,2,0.03031746,0.00032919
2640,2,3,0.02936439,0.00001072
2640,3,4,0.02897710,0.00002148
2640,4,5,0.02746613,0.00047448
2640,5,6,0.03128653,0.00044899
2640,6,7,0.02930125,0.00000897
2640,7,8,0.02936230,0.00001378
2640,8,9,0.02902003,0.00002364
2880,0,1,0.03039874,0.02820325
2880,1,2,0.03014442,0.00032572
2880,2,3,0.02960045,0.00000600
2880,3,4,0.02887212,0.00002358
2880,4,5,0.02754778,0.00047285
2880,5,6,0.03118788,0.00044702
2880,6,7,0.02929967,0.00000900
2880,7,8,0.02933564,0.00001431
2880,8,9,0.02897669,0.00002450
3120,0,1,0.03710694,0.02806909
3120,1,2,0.02989437,0.00032072
3120,2,3,0.02972307,0.00000355
3120,3,4,0.02890380,0.00002295
3120,4,5,0.02762778,0.00047125
3120,5,6,0.03105627,0.00044439
3120,6,7,0.02929741,0.00000905
3120,7,8,0.02953583,0.00001031
3120,8,9,0.02879770,0.00002808
3360,0,1,0.04394651,0.02793229
3360,1,2,0.02990684,0.00032097
3360,2,3,0.02969882,0.00000403
3360,3,4,0.02890920,0.00002284
3360,4,5,0.02784134,0.00046697
3360,5,6,0.03082453,0.00043975
3360,6,7,0.02946514,0.00000570
3360,7,8,0.02944282,0.00001217
3360,8,9,0.02876138,0.00002881
3600,0,1,0.05064395,0.02779835
3600,1,2,0.02983444,0.00031953
3600,2,3,0.02974713,0.00000307
3600,3,4,0.02892903,0.00002244
3600,4,5,0.02794720,0.00046486
3600,5,6,0.03059052,0.00043507
3600,6,7,0.02954948,0.00000401
3600,7,8,0.02954733,0.00001008
3600,8,9,0.02857007,0.00003263
3840,0,1,0.05736993,0.02766383
3840,1,2,0.02977185,0.00031827
3840,2,3,0.02981306,0.00000175
3840,3,4,0.02893494,0.00002232
3840,4,5,0.02799900,0.00046382
